,Unnamed: 0,age-bracket,req-text,req-text-clean,Age,glex1,glex2,glex3,c,c50,c5025,cmean,c75,c7525
584,47450,a31-42,"Boa tarde Prezados, Venho por meio deste, pedir SOCORRO. Eu recebi 4 parcelas do Seguro Desemprego, porém não recebi a última. Depois de muito procurar saber o porque, vi que foi devido a abertura de uma empresa MEI em meu nome, empresa esta que NUNCA EMITIU NOTA, NUNCA LUCROU NADA. E além de não receber a última parcela, fui notificado a devolver as 4 que recebi. Eu não tenho condições, portanto peço-lhes encarecidamente que olhem em meu favor. Desde já, grato.",boa tarde prezados venho meio deste pedir socorro recebi 4 parcelas seguro desemprego porém recebi última procurar saber porque vi devido abertura empresa mei nome empresa nunca emitiu nota nunca lucrou nada além receber última parcela notificado devolver 4 recebi condições portanto peçolhes encarecidamente olhem favor desde grato,1,-0.8559520579935763,-1.1911039636771452,-1.0150344671921965,2,2,-1,2,2,-1
587,21353,a17-30,"Pessoal, bom dia. Gostaria de tratar a respeito do concurso de analista de planejamento e orçamento. Como deve ser do conhecimento de vocês, o resultado final sairá na próxima semana. Presume-se, então, que o curso de formação deva começar ainda em 2016. Acredito que seria estratégico para o MPDG convocar também o cadastro de reserva do concurso. Isso se baseia nos seguintes argumentos: i) Ressalta-se que o edital prevê um cadastro de reserva com 50% de candidatos além do número das vagas constantes no edital. Como deve ser de conhecimento de vocês, a carreira tem bem mais cargos vagos do que os 62 constantes no edital, ii) Além disso, o edital do concurso é junho de 2015. Muito provavelmente, devem ter surgido novas vagas nesse período, iii) Trata-se de uma carreira do próprio Ministério do Planejamento e de seleção demorada. Gostaria de saber se há algum encaminhamento nesse sentido e se há previsão de convocação do cadastro de reserva do concurso. Att, Rafael.",pessoal bom dia gostaria tratar respeito concurso analista planejamento orçamento deve conhecimento resultado final sairá próxima semana presumese então curso formação deva começar ainda 2016 acredito estratégico mpdg convocar cadastro reserva concurso baseia seguintes argumentos i ressaltase edital prevê cadastro reserva 50 candidatos além número vagas constantes edital deve conhecimento carreira bem cargos vagos 62 constantes edital ii além disso edital concurso junho 2015 provavelmente devem ter surgido novas vagas nesse período iii tratase carreira próprio ministério planejamento seleção demorada gostaria saber algum encaminhamento nesse sentido previsão convocação cadastro reserva concurso att rafael,0,3.2350331614413004,6.460721024254356,4.01888455071525,0,0,0,0,0,0
588,15924,a43-xx,Preciso de um arquivo em formato excel (.xls) contendo as seguintes informações: número de PPDs (Permissão para dirigir) emitidas de 01 de janeiro até 31 de maio de 2016. Esta informação precisa estar segmentada por estado e por mês (as colunas sinalizando os meses e as linhas sinalizando os estados).,preciso arquivo formato excel xls contendo seguintes informações número ppds permissão dirigir emitidas 01 janeiro 31 maio 2016 informação precisa segmentada estado mês colunas sinalizando meses linhas sinalizando estados,2,-0.7134480632406289,-0.513731639119266,-0.6130093135505437,2,2,-1,2,2,-1
590,28229,a43-xx,"Boa noite, Moro em uma área rural do Município de Campestre MG, temos um córrego que corta nossa região, onde antigamente era abundante em peixes, hoje infelizmente com o crescimento da região, os peixes estão acabando e o córrego a cada ano esta ficando mais estreito e diminuindo a quantidade de água. Portanto gostaria de saber se existe algum programa dessa importante Agencia no que tange a ajuda na recuperação de córregos em áreas rurais,pois assim poderíamos ter alem de um córrego mais limpo, uma oportunidade de lazer e de alimento à população. Acredito que a comunidade ira abraçar essa causa, ajudando no que for possível essa parceria. Desde já agradeço a atenção e aguardo retorno. Florindo Gois",boa noite moro área rural município campestre mg córrego corta região onde antigamente abundante peixes hoje infelizmente crescimento região peixes acabando córrego cada ano ficando estreito diminuindo quantidade água portanto gostaria saber existe algum programa dessa importante agencia tange ajuda recuperação córregos áreas ruraispois assim poderíamos ter alem córrego limpo oportunidade lazer alimento população acredito comunidade ira abraçar causa ajudando possível parceria desde agradeço atenção aguardo retorno florindo gois,2,0.8862333695869908,1.1480561539722247,0.954132854497704,0,0,0,0,-1,-1
592,46774,a17-30,"Conforme a Portaria 0928 de 11 de Maio de 2017, o candidato Edivaldo De Souza Nascimento, classificado em primeiro lugar como PcD no concurso 006/2016, cargo de Assistente em Administração, campus Santa Helena, foi submetido à avaliação por equipe multiprofissional. Consonante a tal fato, a lista de chamamentos disponível no site da UTFPR, no endereço https://docs.google.com/spreadsheets/d/1XG_-REw5HdDNmX-E_QjYUm1RlXJZKsak-r5hu9JeTWo/pubhtml, sinaliza que o candidato foi 'CONVOCADO'. Contudo, tal sinalização é já antiga, não revelando, pois, o desfecho da convocação nem a atual situação do candidato. E mesmo após a última atualização da Lista de Chamamento em 18/12/2017, a situação do candidato Edivaldo não foi atualizada. Ou seja, desde a portaria de maio, há mais de 6 meses, a informação sobre o desfecho do processo de convocação do referido candidato não foi disponibilizada. Considerando aquela portaria e também a incompleta informação do 'CONVOCADO' constante na Lista de Chamamento, resta uma situação de evidente defasagem de informação, e por consequência de falta de transparência. Desinformação aumentada também em razão de nenhum outro candidato, da lista de candidatos do câmpus do qual o Edivaldo faz parte, ter sido convocado em substituição, dando a entender, pois, que aquele ato de convocação da portaria teve sequência e o candidato ou foi nomeado ou está em vias de nomeação. Deste modo, solicito que: 1) a situação do candidato seja atualizada, tornando público o que aconteceu após a convocação mencionada na portaria 0928 de 11 de Maio de 2017, 2) se o referido candidato não foi nomeado, nem está em vias de ser nomeado, mas tendo a UTFPR manifestado a intenção de nomear, que se explique por que não sucederam convocações outras da mesma lista de candidatos para satisfazer a intenção de nomeação.",conforme portaria 0928 11 maio 2017 candidato edivaldo souza nascimento classificado primeiro lugar pcd concurso 0062016 cargo assistente administração campus santa helena submetido avaliação equipe multiprofissional consonante tal fato lista chamamentos disponível site utfpr endereço httpsdocsgooglecomspreadsheetsd1xgrew5hddnmxeqjyum1rlxjzksakr5hu9jetwopubhtml sinaliza candidato convocado contudo tal sinalização antiga revelando pois desfecho convocação atual situação candidato após última atualização lista chamamento 18122017 situação candidato edivaldo atualizada desde portaria maio 6 meses informação sobre desfecho processo convocação referido candidato disponibilizada considerando portaria incompleta informação convocado constante lista chamamento resta situação evidente defasagem informação consequência falta transparência desinformação aumentada razão nenhum outro candidato lista candidatos câmpus edivaldo faz parte ter sido convocado substituição dando entender pois ato convocação portaria sequência candidato nomeado vias nomeação deste modo solicito 1 situação candidato atualizada tornando público aconteceu após convocação mencionada portaria 0928 11 maio 2017 2 referido candidato nomeado vias nomeado tendo utfpr manifestado intenção nomear explique sucederam convocações outras mesma lista candidatos satisfazer intenção nomeação,0,-10.294311360820469,1.9168792818396443,5.468239333946416,1,1,1,1,-1,1
595,46063,a17-30,"Solicito, por gentileza, informações sobre o pagamento de prêmios de seguros de acidentes pessoais em favor de prefeito, bem como, toda e qualquer legislação/regulamentação a respeito. Aguardo resposta. Desde já, grato!",solicito gentileza informações sobre pagamento prêmios seguros acidentes pessoais favor prefeito bem toda qualquer legislaçãoregulamentação respeito aguardo resposta desde grato,0,-0.5820457931457814,-1.1755781496894886,-0.8506147675139479,2,2,-1,2,2,-1
596,3377,a43-xx,"Boa tarde saiu o REDOM Lei Comp 150/2015 período de adesão de 21/09/2015 a 30/09/2015. As repartições que cuidam destes processos para atendimento presencial encontram-se em greve segundo devemos protocolar documentos citados no regulamento da portaria conjunta 1302 de 11/09/2015 junto as repartições como???? pois não há atendimento. Segundo solicita-se o CEI de empregador domestico, que só conseguimos através do portal do e-Social, o mesmo encontra-se inviabilizado. Qual o procedimento a adotar nesta situação. Pois não vejo onde recorrer.",boa tarde saiu redom lei comp 1502015 período adesão 21092015 30092015 repartições cuidam destes processos atendimento presencial encontramse greve segundo devemos protocolar documentos citados regulamento portaria conjunta 1302 11092015 junto repartições pois atendimento segundo solicitase cei empregador domestico conseguimos através portal esocial encontrase inviabilizado procedimento adotar nesta situação pois vejo onde recorrer,2,-2.0417346384272403,-1.698745423138567,-0.5017197854034712,2,2,2,2,2,2
598,5640,a17-30,Recibi uma notificação que deve restituir as parcelas recebidas do seguro desemprego pois consta uma empresa no meu nome. Porém está empresa já foi dado baixa e não encontra-se ativa a mais de 10 anos. Não existe nenhuma renda minha por essa empresa. Gostaria de saber quais documentos devo levar e aonde para recorrer essa sentença.,recibi notificação deve restituir parcelas recebidas seguro desemprego pois consta empresa nome porém empresa dado baixa encontrase ativa 10 anos existe nenhuma renda empresa gostaria saber quais documentos devo levar aonde recorrer sentença,0,-1.9842955494923082,-1.8910441930419832,-0.965093491844415,2,2,-1,2,2,2
599,30380,a17-30,"Prezados, Gostaria de solicitar o acesso à base de dados do SI-PNI para todas as vacinas (base completa). A extração através do TABNET inviabiliza algumas análises que gostaria de executar. Estou familiarizado com as bases do Ministério da Saúde (pois já faço análises com o SIA/SUS e SIH/SUS do DataSUS) e, portanto, o formato do arquivo pode ser em DBC (formato mais usado pelo MS), CSV, XLSX ou até mesmo DBF. Seria bastante útil também o dicionário das colunas e os arquivos de tradução de campos (DEFs e CNVs). Desde já agradeço e aguardo um retorno. Att, Daniel Campos",prezados gostaria solicitar acesso base dados sipni todas vacinas base completa extração através tabnet inviabiliza algumas análises gostaria executar familiarizado bases ministério saúde pois faço análises siasus sihsus datasus portanto formato arquivo pode dbc formato usado ms csv xlsx dbf bastante útil dicionário colunas arquivos tradução campos defs cnvs desde agradeço aguardo retorno att daniel campos,0,1.96019793353983,3.1990895815414664,1.147629738914096,0,0,0,0,-1,0
601,43698,a43-xx,"Prezados Bom dia Não estou encontrando no site do MCTIC as informações sobre a Migração AM/FM, Tais como fase do processo em geral, relação das solicitantes e fase de cada uma ,entre outras. Assim, solicito orientação em como Obter tais informações. Ats",prezados bom dia encontrando site mctic informações sobre migração amfm tais fase processo geral relação solicitantes fase cada outras assim solicito orientação obter tais informações ats,2,-0.5947894944017053,0.4408678367608939,1.8436366505891768,1,1,-1,1,-1,-1
604,46080,a43-xx,Gostaria de ter acesso à listagem geral de convocação atualizada para o cargo de auxiliar em administração no edital 79-2015.,gostaria ter acesso listagem geral convocação atualizada cargo auxiliar administração edital 792015,2,1.5294155444732045,1.528464688142531,0.9531927245534234,0,0,0,0,-1,-1
606,29047,a31-42,"Solicito informações acerca dos questionamentos que seguem anexo. Por se tratar sobre a gestão de documentos e a produção de documentos arquivísticos digitais nessa instituição, sugiro que as questões sejam respondidas pelo responsável pelo Setor de Arquivo/Gestão de Documentos e/ou pelo responsável pelo Setor de TI da instituição no que compete às atribuições desta unidade.",solicito informações acerca questionamentos seguem anexo tratar sobre gestão documentos produção documentos arquivísticos digitais nessa instituição sugiro questões respondidas responsável setor arquivogestão documentos eou responsável setor ti instituição compete atribuições desta unidade,1,-1.2521382963167544,1.3474540554499441,0.38001640755341815,1,1,-1,1,-1,-1
607,12948,a17-30,Gostaria de saber como ter acesso aos dados mensais de drawback em 2016. Atualmente só consigo visualizar os dados mensais de 2015.,gostaria saber ter acesso dados mensais drawback 2016 atualmente consigo visualizar dados mensais 2015,0,2.020926921466554,1.8846421573954348,0.5311104281239659,0,0,0,0,0,0
608,42715,a17-30,"Olá! Com base na lei 12.527/2011 (lei de acesso à informação), venho solicitar que me seja respondida às seguintes perguntas acerca do medicamento morfina (diform) recebida/comprada pelo hospital de clínicas de Porto Alegre. 1) Qual a quantidade de morfina recebida/comprada pelo hospital mensal ou anualmente? 2) Qual a média quantitativa diária de utilização da morfina dentro do hospital? 3) Qual o valor pago por cada unidade de morfina?",olá base lei 125272011 lei acesso informação venho solicitar respondida seguintes perguntas acerca medicamento morfina diform recebidacomprada hospital clínicas porto alegre 1 quantidade morfina recebidacomprada hospital mensal anualmente 2 média quantitativa diária utilização morfina dentro hospital 3 valor pago cada unidade morfina,0,0.8564031222445079,3.2123496920338956,4.021026117830911,0,0,0,-1,-1,-1
609,27012,a31-42,"Gostaria de receber a cópia do normativo interno que estabelece o procedimento e a documentação mínima para concessão de pensão por morte, conforme descrito no site http://www.previdencia.gov.br/servicos-ao-cidadao/informacoes-gerais/dependentes/. Dependência econômica ou união estável Os dependentes que foram listados na classe 1 não precisarão comprovar dependência econômica uma vez que a legislação coloca esta condição como presumida. Já os demais dependentes listados nas classes seguintes, bem como o enteado e o menor tutelado, têm a obrigatoriedade desta comprovação e poderão fazê-la com a apresentação de no mínimo 3 dos seguintes documentos: Certidão de nascimento de filho havido em comum, Certidão de casamento Religioso, Declaração do imposto de renda do segurado, em que conste o interessado como seu dependente, Disposições testamentárias, Declaração especial feita perante tabelião (escritura pública declaratória de dependência econômica), Prova de mesmo domicílio, Prova de encargos domésticos evidentes e existência de sociedade ou comunhão nos atos da vida civil, Procuração ou fiança reciprocamente outorgada, Conta bancária conjunta, Registro em associação de qualquer natureza onde conste o interessado como dependente do segurado, Anotação constante de ficha ou Livro de Registro de empregados, Apólice de seguro da qual conste o segurado como instituidor do seguro e a pessoa interessada como sua beneficiária, Ficha de tratamento em instituição de assistência médica da qual conste o segurado como responsável, Escritura de compra e venda de imóvel pelo segurado em nome do dependente, Declaração de não emancipação do dependente menor de vinte e um anos, Quaisquer outros documentos que possam levar à convicção do fato a comprovar. Na impossibilidade de serem apresentados 3 dos documentos listados, mas desde que haja pelo menos 1 (um) documento consistente, o requerente do benefício poderá ...",gostaria receber cópia normativo interno estabelece procedimento documentação mínima concessão pensão morte conforme descrito site httpwwwprevidenciagovbrservicosaocidadaoinformacoesgeraisdependentes dependência econômica união estável dependentes listados classe 1 precisarão comprovar dependência econômica vez legislação coloca condição presumida demais dependentes listados classes seguintes bem enteado menor tutelado têm obrigatoriedade desta comprovação poderão fazêla apresentação mínimo 3 seguintes documentos certidão nascimento filho havido comum certidão casamento religioso declaração imposto renda segurado conste interessado dependente disposições testamentárias declaração especial feita perante tabelião escritura pública declaratória dependência econômica prova domicílio prova encargos domésticos evidentes existência sociedade comunhão atos vida civil procuração fiança reciprocamente outorgada conta bancária conjunta registro associação qualquer natureza onde conste interessado dependente segurado anotação constante ficha livro registro empregados apólice seguro conste segurado instituidor seguro pessoa interessada beneficiária ficha tratamento instituição assistência médica conste segurado responsável escritura compra venda imóvel segurado nome dependente declaração emancipação dependente menor vinte anos quaisquer outros documentos possam levar convicção fato comprovar impossibilidade serem apresentados 3 documentos listados desde menos 1 documento consistente requerente benefício poderá,1,-1.9850997446405776,-1.5979704714988272,-1.9923680184361658,2,2,-1,2,2,2
611,21132,a43-xx,"Gostaria de consultar o MEC - Ministério da Educação se cursos de Nível Superior na modalidade de ensino a distância (EaD) são cursos regulares? Tive um despacho administrativo indeferindo um pleito sobre a seguinte fundamentação: ""Considerando, que o pleito não tem fundamento legal, uma vez que o Ensino a distância - EAD não é considerado curso regular, somos pelo INDEFERIMENTO do pleito"". Solicito referências à legislação, se possível.",gostaria consultar mec ministério educação cursos nível superior modalidade ensino distância ead cursos regulares despacho administrativo indeferindo pleito sobre seguinte fundamentação considerando pleito fundamento legal vez ensino distância ead considerado curso regular indeferimento pleito solicito referências legislação possível,2,-1.0036178356010508,0.5871126390763214,1.246386998492802,1,1,1,1,1,-1
613,17955,a17-30,"Prezado/a, Busco uma relação com o contato dos conselhos de segurança pública e conselhos sobre drogas no âmbito estadual e municipal. Assim como se possível a lista dos membros dos conselhos e as entidades que representam. Att, Nayara Villar",prezadoa busco relação contato conselhos segurança pública conselhos sobre drogas âmbito estadual municipal assim possível lista membros conselhos entidades representam att nayara villar,0,-0.2982885809280849,1.2291845138201594,1.3084354170617076,1,1,-1,1,-1,-1
614,46126,a43-xx,"Como vai excelentíssimo Dr. Ouvidor do Governo Federal e tenhas uma ótima tarde! Olhe, o Dr. Valmir Batista - Geólogo é um rapaz dinâmico... simples... humilde.. e gente muito boa. Apesar de não ser psicóloga achei um ponto fraco junto ao mesmo e ou estava sendo pressionado e ou talvez fosse brincadeira... e como neste momento já estávamos jantando numa Churrascaria aqui em São Raimundo Nonato - Piauí, fiquei acreditando que esta história do Dr. Valmir Batista falar que só ia mandar as Coordenadas SIRGAS2000 para vossa excelência Dr. Ouvidor do Governo Federal daqui a quinze dias, talvez fosse para agradar o Dr. Paulo Lages e ou brincadeira... mais partiu para trabalho, eu D. Odila não misturo as coisas e tem que existir voz única ou faz isso... e ou deixa de fazer, em que peço desculpas ao Dr. Ouvidor se num receber a tempo e vou tentar levar outro alguem para reconfirmar na captação dos mesmos dados. Obrigada!",vai excelentíssimo dr ouvidor governo federal tenhas ótima tarde olhe dr valmir batista geólogo rapaz dinâmico simples humilde gente boa apesar psicóloga achei ponto fraco junto sendo pressionado talvez brincadeira neste momento jantando churrascaria aqui raimundo nonato piauí fiquei acreditando história dr valmir batista falar ia mandar coordenadas sirgas2000 vossa excelência dr ouvidor governo federal daqui quinze dias talvez agradar dr paulo lages brincadeira partiu trabalho d odila misturo coisas existir voz única faz deixa fazer peço desculpas dr ouvidor receber tempo vou tentar levar outro alguem reconfirmar captação mesmos dados obrigada,2,-3.37158185138096,-7.995125495565325,-5.813067381399653,2,2,2,2,2,2
616,7474,a17-30,"Número de docentes: Informar a quantidade por campus, discriminando efetivos, substitutos, temporários, cedidos, requisitados e em cooperação técnica. Servidores requisitados pelo IFNMG ou em cooperação técnica: Informar nome, órgão de origem, unidade do IFNMG onde atua, função que exerce, Códigos de vagas vazios: Informar a quantidade por unidade do IF, discriminando docentes e técnicos. A resposta deve indicar em cada campus a área que vaga será destinada no caso de docente. No caso de técnico, os respectivos cargos por campus. Informar em cada código vazio aqueles que serão preenchidos por concurso que já esteja aberto ou em andamento. Códigos de vagas solicitados: Informar a quantidade de cargos solicitados ao MEC nos últimos 12 meses que ainda não foram repassados pelo Ministério. Informar por unidade do IFNMG. A resposta deve indicar em cada campus a área que vaga será destinada no caso de docente. No caso de técnico, os respectivos cargos por campus.",número docentes informar quantidade campus discriminando efetivos substitutos temporários cedidos requisitados cooperação técnica servidores requisitados ifnmg cooperação técnica informar nome órgão origem unidade ifnmg onde atua função exerce códigos vagas vazios informar quantidade unidade if discriminando docentes técnicos resposta deve indicar cada campus área vaga destinada caso docente caso técnico respectivos cargos campus informar cada código vazio preenchidos concurso aberto andamento códigos vagas solicitados informar quantidade cargos solicitados mec últimos 12 meses ainda repassados ministério informar unidade ifnmg resposta deve indicar cada campus área vaga destinada caso docente caso técnico respectivos cargos campus,0,-2.2425065387720498,-3.1918544612515247,-2.8273618278382053,2,2,2,2,2,2
617,3520,a43-xx,Gostaria de conhecer a produção de petróleo do Brasil em bpd comparado ao consumo de petróleo do Brasil em bpd.,gostaria conhecer produção petróleo brasil bpd comparado consumo petróleo brasil bpd,2,1.719203711705423,0.7698381894804426,0.2764546282724337,0,0,0,0,-1,-1
618,4797,a17-30,"Preciso de algumas informações a respeito do Pronaf para poder dar continuidade ao meu trabalho monográfico de bacharel em Ciências Econômicas pela Universidade Federal do Acre, segue as seguintes solicitações: - Total de liberações por subprogramas do Pronaf para os Municípios do Estado Acre desde a implantação do programa em 1996 até 2014. - Valores dos recursos liberados também por subprogramas e por municípios acrianos de 1996-2014. Esse trabalho ajudará nas conclusões sobre o impacto do Pronaf no desenvolvimento agrícola do Estado do Acre desde a sua implementação até os dias atuais. Att, Francisca Racline Gomes da Silva",preciso algumas informações respeito pronaf poder dar continuidade trabalho monográfico bacharel ciências econômicas universidade federal acre segue seguintes solicitações total liberações subprogramas pronaf municípios estado acre desde implantação programa 1996 2014 valores recursos liberados subprogramas municípios acrianos 19962014 trabalho ajudará conclusões sobre impacto pronaf desenvolvimento agrícola estado acre desde implementação dias atuais att francisca racline gomes silva,0,1.046985999897443,3.2945217295552647,2.038582787258548,0,0,0,0,0,-1
620,6487,a43-xx,"Srs.do IFPR, Sou candidato aprovado em concurso do IFPR e fiquei para cadastro de reserva, aguardando nomeações. gostaria de saber quantas vagas estão disponíveis no IFPR campus Paranaguá e Colombo para o cargo de Docente de ciência da computação. Grato.",srsdo ifpr candidato aprovado concurso ifpr fiquei cadastro reserva aguardando nomeações gostaria saber quantas vagas disponíveis ifpr campus paranaguá colombo cargo docente ciência computação grato,2,-0.34302547085649415,1.4270992509374465,1.2056062359007673,1,1,-1,1,-1,-1
622,30010,a43-xx,Pedido de CPF (Cadastro De Pessoa Física),pedido cpf cadastro pessoa física,2,-0.8612477073608766,-1.5468852826858766,-1.276144909169734,2,2,-1,2,2,-1
623,35663,a17-30,"Prezadxs, bom dia. Sou doutoranda do Programa de Pós-graduação em Comunicação e Sociabilidade, da UFMG, e estou realizando uma pesquisa sobre a exploração sexual de crianças e adolescentes no Vale do Jequitinhonha. Gostaria de saber se vocês possuem os dados do Disque 100 por município. Como minha pesquisa envolve o Vale do Jequitinhonha, eu gostaria de ter um panorama mais detalhado das denúncias que partem da região. Caso vocês apresentem esses dados, seria possível eu ter acesso à eles? Se tiver uma planilha com os dados dos municípios do estado de Minas Gerais, gostaria de ter acesso a ela. Também quero entender a planilha que está disponível no site da SDH, pois as somas não batem com o total de denúncias. Existe algum documento que explique como os dados são contabilizados? Posso ter acesso a isso?",prezadxs bom dia doutoranda programa pósgraduação comunicação sociabilidade ufmg realizando pesquisa sobre exploração sexual crianças adolescentes vale jequitinhonha gostaria saber possuem dados disque 100 município pesquisa envolve vale jequitinhonha gostaria ter panorama detalhado denúncias partem região caso apresentem dados possível ter acesso planilha dados municípios estado minas gerais gostaria ter acesso quero entender planilha disponível site sdh pois somas batem total denúncias existe algum documento explique dados contabilizados posso ter acesso,0,2.323702340029472,4.922216490407563,3.4953623722306806,0,0,0,0,0,0
624,14139,a31-42,"Prezado (a) Senhor (a), Solicito informações acerca da regulamentação interna de defesa jurídica dos gestores da CONAB, no sentido de saber se ela Infraero assegura aos integrantes e ex-integrantes da Diretoria Executiva, do Conselho de Administração e do Conselho Fiscal a defesa em processos judiciais e administrativos contra eles instaurados, por iniciativa da Empresa ou por solicitação do dirigente ou ex-dirigente, em decorrência de atos praticados no exercício regular do cargo ou da função, ressalvadas as situações em que restar configurada a existência de conflito de interesse. Saliento que as informações são no sentido de saber como funciona a concessão do r. benefício (caso existente), se as defesas são feitas pelos advogados do quadro da empresa, ou se a CONAB mantém advogado externo contratado, se há alguma norma interna regulamentando o benefício. O atendimento deste pedido de informações (com forte caráter de incitação à cooperação entre os entes da Administração Pública) será de grande valia para o desenvolvimento e amadurecimento institucional do assunto na empresa pública federal em que trabalho - Valec Engenharia, Construções e Ferrovias S/A. Atenciosamente, David Augusto Bandeira dos Santos (Advogado – OAB/DF n° 38.305) 	",prezado senhor solicito informações acerca regulamentação interna defesa jurídica gestores conab sentido saber infraero assegura integrantes exintegrantes diretoria executiva conselho administração conselho fiscal defesa processos judiciais administrativos contra instaurados iniciativa empresa solicitação dirigente exdirigente decorrência atos praticados exercício regular cargo função ressalvadas situações restar configurada existência conflito interesse saliento informações sentido saber funciona concessão r benefício caso existente defesas feitas advogados quadro empresa conab mantém advogado externo contratado alguma norma interna regulamentando benefício atendimento deste pedido informações forte caráter incitação cooperação entes administração pública grande valia desenvolvimento amadurecimento institucional assunto empresa pública federal trabalho valec engenharia construções ferrovias sa atenciosamente david augusto bandeira santos advogado – oabdf n° 38305,1,-2.343879510322628,-2.7566910243102365,-1.1590245764712808,2,2,2,2,2,2
628,14066,a43-xx,Solicitamos para nossa análise a cópia do Processo nº 48000.001392/2013-83 o qual trata da composição da base de Remuneração Regulatória das concessionárias de transmissão de energia elétrica e que embasou a publicação da Portaria nº 120 de 20/04/16. Agradecemos breve retorno. Mônica,solicitamos análise cópia processo nº 48000001392201383 trata composição base remuneração regulatória concessionárias transmissão energia elétrica embasou publicação portaria nº 120 200416 agradecemos breve retorno mônica,2,-0.4039276427717007,-2.1242890699208705,-1.327260662271999,2,2,-1,2,2,-1
630,25507,a17-30,"No geral, segundo estatísticas do programa educacenso, quantos professores foram cadastrados como contratados temporários em todas as escolas estaduais do Estado da Paraíba no ano de 2012, ou seja, quero saber todos que não eram Concursado/efetivo/estável? Quero saber também a mesma estatística apenas do município de Taperoá-PB no mesmo ano? No geral, segundo estatísticas do programa educacenso, quantos professores foram cadastrados como contratados temporários em todas as escolas estaduais do Estado da Paraíba no ano de 2013, ou seja, quero saber todos que não era Concursado/efetivo/estável? Quero saber também a mesma estatística apenas do município de Taperoá-PB no mesmo ano? http://educacao.uol.com.br/noticias/2013/05/08/nota-tecnica-contratacoes-de-professores-da-educacao-basica.htm",geral segundo estatísticas programa educacenso quantos professores cadastrados contratados temporários todas escolas estaduais estado paraíba ano 2012 quero saber todos concursadoefetivoestável quero saber mesma estatística apenas município taperoápb ano geral segundo estatísticas programa educacenso quantos professores cadastrados contratados temporários todas escolas estaduais estado paraíba ano 2013 quero saber todos concursadoefetivoestável quero saber mesma estatística apenas município taperoápb ano httpeducacaouolcombrnoticias20130508notatecnicacontratacoesdeprofessoresdaeducacaobasicahtm,0,-0.5860691434954843,2.6519173648242287,2.9674091297783676,1,1,-1,1,1,-1
631,1746,a31-42,"1) Entre 21/06/1993 e a data deste pedido de informações, esse órgão/entidade, com prévia licitação, firmou contratos de locação de imóveis (situados na cidade onde esteja a sede desse órgão/entidade e/ou no Distrito Federal), na condição de locatário? Caso a resposta a esta questão seja afirmativa, requeiro os números dos editais das licitações e os números dos respectivos contratos. 2) Entre 21/06/1993 e a data deste pedido de informações, esse órgão/entidade, sem prévia licitação (contratação direta), firmou contratos de locação de imóveis, (situados na cidade onde esteja a sede desse órgão/entidade e/ou no Distrito Federal), na condição de locatário? Caso a resposta a esta questão seja afirmativa, requeiro os números dos contratos e os números dos respectivos processos administrativos. 3) Esse órgão/entidade é/foi parte locatária, nalgum contrato de locação de imóvel, (situado na cidade onde esteja a sede desse órgão/entidade e/ou no Distrito Federal), com vigência entre janeiro/2011 e dezembro/2015? Caso a resposta a esta questão (3) seja afirmativa, requeiro: a) cópias dos pareceres jurídicos precedentes às contratações, b) cópias dos termos de referência (projetos básicos) e dos respectivos contratos. Se as contratações houverem sido precedidas de licitações, requeiro também cópias dos respectivos editais. 4) Alguns órgãos/entidades da Administração Pública Federal, em procedimento que parece voltado à instaurar desestímulo quanto ao uso da Lei 12.527/2011 (e decreto regulamentador), orientam os cidadãos que requerem informações a realizar pesquisas no Portal da Transparência (e/ou noutras páginas eletrônicas) sem fornecer elementos suficientes/eficazes (tais como links, números dos contratos, números dos processos administrativos etc.) para que as informações requeridas sejam encontradas, dentre milhares de outras. Caso seja este o procedimento adotado nesse órgão/entidade, requer-se nome e cargo da autoridade que o tenha determinado.",1 21061993 data deste pedido informações órgãoentidade prévia licitação firmou contratos locação imóveis situados cidade onde sede desse órgãoentidade eou distrito federal condição locatário caso resposta questão afirmativa requeiro números editais licitações números respectivos contratos 2 21061993 data deste pedido informações órgãoentidade prévia licitação contratação direta firmou contratos locação imóveis situados cidade onde sede desse órgãoentidade eou distrito federal condição locatário caso resposta questão afirmativa requeiro números contratos números respectivos processos administrativos 3 órgãoentidade éfoi parte locatária nalgum contrato locação imóvel situado cidade onde sede desse órgãoentidade eou distrito federal vigência janeiro2011 dezembro2015 caso resposta questão 3 afirmativa requeiro cópias pareceres jurídicos precedentes contratações b cópias termos referência projetos básicos respectivos contratos contratações sido precedidas licitações requeiro cópias respectivos editais 4 alguns órgãosentidades administração pública federal procedimento parece voltado instaurar desestímulo quanto uso lei 125272011 decreto regulamentador orientam cidadãos requerem informações realizar pesquisas portal transparência eou noutras páginas eletrônicas fornecer elementos suficienteseficazes tais links números contratos números processos administrativos etc informações requeridas encontradas dentre milhares outras caso procedimento adotado nesse órgãoentidade requerse nome cargo autoridade determinado,1,-2.5523710569896334,1.8274486881876224,6.245083964871806,1,1,-1,1,-1,-1
